X-axis,Y-axis
50.0,0.0
49.992384757819565,0.8726203218641756
49.969541350954785,1.7449748351250485
49.931476737728694,2.6167978121471918
49.87820251299121,3.487823687206265
49.80973490458728,4.357787137382909
49.72609476841367,5.226423163382673
49.6273075820661,6.093467170257373
49.513403437078516,6.958655048003272
49.38441702975689,7.821723252011544
49.2403876506104,8.682408883346517
49.0813591723832,9.54044976882724
48.907380036690284,10.395584540887965
48.718503239261764,11.24755271719325
48.514786313799824,12.096094779983385
48.29629131445341,12.940952255126037
48.063084796915945,13.781867790849958
47.81523779815177,14.618585236136838
47.552825814757675,15.450849718747373
47.27592877996584,16.27840772285784
46.984631039295415,17.10100716628344
46.67902132486009,17.918397477265017
46.359192728339366,18.73032967079561
46.025242672622014,19.536556424463694
45.67727288213004,20.33683215379002
45.31538935183249,21.13091308703498
44.939702314958346,21.91855733945388
44.55032620941839,22.69952498697735
44.14737964294634,23.473578139294553
43.73098535696978,24.240481012316863
43.301270189221924,25.00000000000001
42.85836503510561,25.751903745502723
42.40240480782129,26.49596321166026
41.93352839727119,27.23195175075137
41.45187862775207,27.959645173537357
40.95760221444958,28.67882181755232
40.450849718747364,29.389262614623675
39.93177550236463,30.09075115760243
39.400537680336086,30.783073766282932
38.85729807284853,31.466019552491893
38.30222215594888,32.139380484326985
37.73547901113859,32.80295144952539
37.15724127386969,33.456530317942935
36.567685080958505,34.09991800312495
35.966990016932535,34.73291852294989
35.355339059327356,35.3553390593274
34.73291852294984,35.966990016932584
34.0999180031249,36.56768508095855
33.456530317942885,37.15724127386974
32.80295144952534,37.73547901113862
32.13938048432694,38.302222155948925
31.466019552491844,38.857298072848565
30.783073766282882,39.40053768033612
30.09075115760238,39.93177550236467
29.389262614623625,40.45084971874739
28.67882181755227,40.957602214449615
27.959645173537307,41.45187862775211
27.231951750751314,41.933528397271225
26.495963211660207,42.40240480782133
25.75190374550267,42.85836503510564
24.999999999999957,43.30127018922196
24.240481012316806,43.73098535696982
23.473578139294492,44.14737964294637
22.699524986977295,44.550326209418415
21.918557339453823,44.939702314958375
21.130913087034923,45.31538935183252
20.336832153789956,45.67727288213007
19.536556424463633,46.02524267262204
18.73032967079555,46.359192728339394
17.918397477264957,46.67902132486011
17.101007166283377,46.98463103929544
16.278407722857775,47.27592877996586
15.450849718747312,47.552825814757696
14.618585236136775,47.81523779815179
13.781867790849894,48.06308479691596
12.940952255125973,48.296291314453434
12.096094779983318,48.51478631379984
11.247552717193182,48.71850323926178
10.395584540887898,48.9073800366903
9.54044976882717,49.08135917238321
8.682408883346444,49.240387650610415
7.82172325201147,49.3844170297569
6.958655048003197,49.51340343707852
6.093467170257298,49.62730758206611
5.226423163382595,49.726094768413674
4.357787137382829,49.80973490458728
3.487823687206184,49.878202512991216
2.6167978121471096,49.931476737728694
1.7449748351249652,49.969541350954785
0.8726203218640911,49.992384757819565
-8.575622497214414e-14,50.0
-0.8726203218642626,49.99238475781956
-1.7449748351251366,49.969541350954785
-2.616797812147281,49.931476737728694
-3.4878236872063555,49.8782025129912
-4.357787137383,49.809734904587266
-5.226423163382766,49.72609476841366
-6.093467170257467,49.62730758206609
-6.958655048003366,49.5134034370785
-7.8217232520116395,49.384417029756875
-8.682408883346614,49.24038765061039
-9.540449768827337,49.08135917238317
-10.395584540888064,48.90738003669026
-11.247552717193349,48.71850323926174
-12.096094779983485,48.5147863137998
-12.940952255126136,48.296291314453384
-13.781867790850061,48.063084796915916
-14.618585236136939,47.81523779815174
-15.450849718747472,47.55282581475765
-16.278407722857935,47.2759287799658
-17.10100716628354,46.98463103929538
-17.918397477265117,46.679021324860045
-18.730329670795705,46.35919272833932
-19.53655642446379,46.02524267262197
-20.336832153790116,45.67727288213
-21.130913087035065,45.31538935183245
-21.918557339453955,44.93970231495831
-22.699524986977416,44.55032620941836
-23.473578139294602,44.14737964294631
-24.24048101231691,43.73098535696976
-25.00000000000005,43.3012701892219
-25.751903745502748,42.85836503510559
-26.49596321166028,42.402404807821284
-27.231951750751378,41.93352839727119
-27.959645173537357,41.45187862775207
-28.678821817552308,40.95760221444959
-29.38926261462365,40.45084971874737
-30.0907511576024,39.93177550236465
-30.783073766282893,39.400537680336114
-31.466019552491847,38.857298072848565
-32.139380484326935,38.302222155948925
-32.802951449525324,37.73547901113864
-33.456530317942864,37.15724127386975
-34.09991800312487,36.567685080958576
-34.7329185229498,35.96699001693261
-35.355339059327314,35.35533905932745
-35.966990016932485,34.73291852294994
-36.56768508095845,34.099918003125005
-37.15724127386963,33.456530317943
-37.73547901113851,32.802951449525466
-38.30222215594881,32.13938048432708
-38.857298072848444,31.466019552491993
-39.400537680335994,30.783073766283042
-39.93177550236454,30.09075115760255
-40.450849718747264,29.389262614623807
-40.95760221444948,28.678821817552464
